City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,dunedin,-45.8742,170.5036,35.8,86,13,1.01,NZ,1722707954
362,callao,-12.0667,-77.15,71.73,78,67,7.83,PE,1722707955
363,aktobe,50.2797,57.2072,69.89,49,20,4.47,KZ,1722707956
364,broome,42.2506,-75.833,79.88,69,100,1.01,US,1722707957
365,karatau,43.1667,70.4667,79.25,24,0,5.17,KZ,1722707958
366,barra de santo antonio,-9.4047,-35.5072,78.08,70,60,13.24,BR,1722707961
367,houghton,47.1219,-88.569,83.68,61,0,9.22,US,1722707701
368,lerwick,60.1545,-1.1494,59.0,75,0,10.22,GB,1722707789
369,kupang,-10.1667,123.5833,77.58,73,75,8.05,ID,1722707964
370,konstantinovka,49.6167,127.9833,71.06,67,95,5.7,RU,1722707965
371,moama,-36.1167,144.7833,40.98,92,93,4.99,AU,1722707966
372,tindouf,27.6711,-8.1474,111.65,10,42,3.44,DZ,1722707967
373,luninyets,52.2472,26.8047,59.52,89,92,6.11,BY,1722707968
374,comodoro rivadavia,-45.8667,-67.5,57.06,38,0,21.85,AR,1722707682
375,bengkulu,-3.8004,102.2655,75.94,95,41,6.24,ID,1722707971
376,smithers,54.7804,-127.1743,64.72,48,0,4.61,CA,1722707972
377,coquimbo,-29.9533,-71.3436,63.99,61,0,3.44,CL,1722707764
378,praia,14.9215,-23.5087,82.94,61,75,9.22,CV,1722707974
379,suva,-18.1416,178.4415,71.08,94,40,0.0,FJ,1722707975
380,vila velha,-20.3297,-40.2925,73.35,96,100,13.8,BR,1722707976
381,shubarkuduk,49.1447,56.4872,75.92,33,64,8.88,KZ,1722707977
382,hadibu,12.65,54.0333,78.6,79,9,22.86,YE,1722707978
383,inirida,3.8653,-67.9239,92.95,49,74,0.51,CO,1722707980
384,dadukou,26.5479,101.7054,73.11,95,100,2.57,CN,1722707982
385,kununurra,-15.7667,128.7333,60.78,88,5,1.14,AU,1722707983
386,brisas de zicatela,15.8369,-97.0419,86.59,67,91,10.42,MX,1722707984
387,portland,45.5234,-122.6762,78.04,54,100,1.99,US,1722707721
388,malabar,-33.9667,151.25,46.78,85,47,9.22,AU,1722707988
389,kolonia town,6.964,158.206,83.32,71,65,2.24,FM,1722707989
390,alupka,44.4167,34.05,75.45,65,12,0.56,UA,1722707990
391,golere,16.2557,-14.1017,95.9,39,71,5.99,SN,1722707992
392,vilyuysk,63.7553,121.6247,51.6,60,9,1.95,RU,1722707993
393,claveria,18.6074,121.0832,80.89,85,100,7.34,PH,1722707994
394,dzhalagash,45.0833,64.6667,81.21,22,4,4.79,KZ,1722707995
395,lejanias,3.5251,-74.0216,81.21,62,30,6.29,CO,1722707996
396,bathsheba,13.2167,-59.5167,88.41,74,40,21.85,BB,1722707998
397,mikashevichy,52.2173,27.476,61.16,92,100,5.03,BY,1722708000
398,rio grande,-32.035,-52.0986,82.51,64,63,12.33,BR,1722707826
399,tarawa,1.419,172.984,82.49,83,20,5.75,KI,1722708002
400,klyuchi,52.2667,79.1667,65.44,90,64,14.03,RU,1722708003
401,ryazanskaya,44.9553,39.5889,78.46,36,0,5.35,RU,1722708004
402,dzuunmod,48.2199,97.3744,54.21,47,11,4.76,MN,1722708005
403,boguchany,58.3814,97.4531,53.28,87,0,1.79,RU,1722708006
404,ola,59.5833,151.2833,49.77,62,0,3.65,RU,1722708007
405,san mariano,7.5,126.0,73.0,91,96,2.1,PH,1722708009
406,watford city,47.8022,-103.2832,79.16,53,0,14.97,US,1722708010
407,inarajan village,13.2736,144.7484,77.14,95,100,17.0,GU,1722708011
408,jasper,37.2001,-94.3502,91.99,50,56,1.99,US,1722708012
409,priozersk,61.0393,30.1291,66.09,92,35,2.48,RU,1722708013
410,las lomitas,-24.7096,-60.593,98.64,21,0,7.31,AR,1722708014
411,lucea,18.451,-78.1736,88.86,65,95,4.72,JM,1722708015
412,ridder,50.355,83.5133,60.75,89,100,3.36,KZ,1722708016
413,leua,48.2156,18.6071,65.05,63,36,5.84,SK,1722708017
414,easthampton,42.2668,-72.669,89.24,68,75,8.05,US,1722708020
415,shahrak,34.1074,64.3052,63.9,31,0,3.98,AF,1722708021
416,zlynka,52.4267,31.7378,58.75,94,100,3.8,RU,1722708023
417,sao jose da coroa grande,-8.8978,-35.1478,78.66,67,79,11.88,BR,1722708025
418,tyukalinsk,55.8732,72.1967,61.65,85,28,5.21,RU,1722708026
419,balaipungut,1.05,101.2833,74.68,98,69,1.23,ID,1722708028
420,teguise,29.0605,-13.564,77.22,61,0,26.46,ES,1722708029
421,nikolayevsk-on-amure,53.1406,140.73,51.26,81,78,1.52,RU,1722708030
422,ponta delgada,37.7333,-25.6667,77.72,73,40,9.22,PT,1722708004
423,kalabo,-14.97,22.6814,69.57,20,6,5.26,ZM,1722708032
424,sumenep,-7.0167,113.8667,77.58,83,27,11.48,ID,1722708034
425,manggar,-2.8833,108.2667,81.16,77,93,12.26,ID,1722708035
426,mola di bari,41.0609,17.0873,83.1,74,84,10.07,IT,1722708036
427,cabedelo,-6.9811,-34.8339,84.87,70,12,16.89,BR,1722708037
428,las vegas,36.175,-115.1372,102.42,25,40,4.0,US,1722708000
429,phan thiet,10.9333,108.1,78.22,91,73,6.33,VN,1722708039
430,prince rupert,54.3161,-130.3201,60.49,86,40,6.91,CA,1722708041
431,kuanda,56.3161,116.0806,65.79,63,100,6.2,RU,1722708042
432,nizhnesortymskiy,62.4397,71.7603,67.8,68,70,6.4,RU,1722708043
433,sterling,39.0062,-77.4286,96.22,50,20,11.99,US,1722707857
434,djambala,-2.5447,14.7533,81.28,36,28,5.23,CG,1722708045
435,fallon,39.4735,-118.7774,89.92,32,44,1.01,US,1722708047
436,mazamari,-11.3258,-74.5308,86.16,48,55,3.38,PE,1722708048
437,upata,8.0086,-62.3989,88.2,67,86,4.99,VE,1722708049
438,al ghayzah,16.2079,52.176,79.05,83,39,15.37,YE,1722708052
439,sona,45.4388,10.8255,83.75,58,0,4.61,IT,1722708053
440,molchanovo,57.5817,83.7692,70.95,70,29,7.87,RU,1722708055
441,portstewart,55.1813,-6.714,62.33,69,81,10.0,GB,1722708057
442,boueni,-12.9025,45.0761,75.18,64,21,4.7,YT,1722708058
443,genhe,50.7833,121.5167,59.7,82,100,4.05,CN,1722708059
444,hinton,53.4001,-117.5857,78.69,34,8,3.27,CA,1722708060
445,tabou,4.423,-7.3528,76.75,79,72,8.93,CI,1722708062
446,baidoa,3.1138,43.6498,75.56,66,100,20.15,SO,1722708063
447,nevers,46.9167,3.3333,75.78,57,75,6.91,FR,1722708064
448,bubaque,11.2833,-15.8333,77.72,90,100,13.67,GW,1722708066
449,kirakira,-10.4544,161.9205,77.81,89,50,7.36,SB,1722708067
450,hualien city,23.9769,121.6044,82.33,97,18,3.94,TW,1722708068
451,as sulayyil,20.4607,45.5779,104.25,14,100,3.38,SA,1722708070
452,long beach,33.767,-118.1892,92.12,58,0,9.22,US,1722708051
453,balykchy,42.4557,76.1861,68.22,57,41,2.8,KG,1722708072
454,wladyslawowo,54.7909,18.4009,70.02,79,49,6.6,PL,1722707963
455,trairi,-3.2778,-39.2689,82.56,61,71,16.44,BR,1722707796
456,fort mcmurray,56.7268,-111.381,71.19,56,0,5.75,CA,1722708059
457,tonkino,57.3726,46.4629,60.75,88,82,5.14,RU,1722708077
458,murun-kuren,49.6342,100.1625,60.3,60,21,1.34,MN,1722708078
459,bukama,-9.2,25.85,79.88,23,53,1.41,CD,1722708079
460,abasolo,20.45,-101.5167,76.23,50,100,5.99,MX,1722708080
461,rengo,-34.4167,-70.8667,58.86,55,1,2.15,CL,1722708082
462,wenchang,30.904,118.4887,85.95,78,61,3.8,CN,1722708083
463,illizi,26.4833,8.4667,105.6,9,0,11.95,DZ,1722708084
464,arauquita,7.0292,-71.4281,94.32,41,33,3.44,CO,1722708085
465,saudarkrokur,65.7461,-19.6394,58.08,63,100,9.08,IS,1722708087
466,puerto armuelles,8.2833,-82.8667,82.09,82,97,1.01,PA,1722708088
467,kapa'a,22.0752,-159.319,77.09,78,86,1.01,US,1722708068
468,anton lizardo,19.05,-95.9833,87.22,81,35,9.19,MX,1722708090
469,sao joao da barra,-21.6403,-41.0511,75.29,77,72,15.46,BR,1722708091
470,balabac,7.9868,117.0645,78.67,82,97,1.63,PH,1722708092
471,polyarnyy,69.1989,33.4478,50.86,87,77,8.86,RU,1722708093
472,pudasjarvi,65.3833,26.9167,62.49,69,95,5.41,FI,1722708094
473,roussillon,45.373,4.8073,80.85,59,7,13.56,FR,1722708096
474,mananara,-16.1667,49.7667,63.7,80,5,4.5,MG,1722708097
475,argostolion,38.1811,20.489,87.87,40,0,6.91,GR,1722708098
476,candido mendes,-1.4467,-45.7167,89.76,44,14,7.52,BR,1722708099
477,amahai,-3.3333,128.9167,76.35,91,75,4.63,ID,1722708100
478,gerolstein,50.2222,6.6598,70.83,75,99,7.02,DE,1722708102
479,bahia blanca,-38.7196,-62.2724,65.07,22,18,21.5,AR,1722708103
480,rizal,15.7118,121.1061,76.33,94,90,1.32,PH,1722708104
481,hemsby,52.6971,1.6918,69.42,58,99,9.91,GB,1722708105
482,taroa,8.7058,171.2275,82.18,76,23,5.7,MH,1722708106
483,new norfolk,-42.7826,147.0587,47.7,78,88,7.52,AU,1722708108
484,casper,42.8666,-106.3131,91.85,18,0,5.75,US,1722707940
485,ingenio la esperanza,-24.2255,-64.839,86.49,13,0,5.66,AR,1722708110
486,laascaanood,8.4774,47.3597,80.44,47,100,19.93,SO,1722708111
487,presidente dutra,-5.29,-44.49,96.78,20,26,7.31,BR,1722708112
488,yarmouth,41.7057,-70.2286,88.97,74,0,20.71,US,1722708113
489,ebon,4.582,168.6964,83.98,73,71,11.68,MH,1722708114
490,kutum,14.2,24.6667,80.31,60,63,7.2,SD,1722708115
491,tomatlan,19.9333,-105.25,78.53,92,100,3.27,MX,1722708117
492,lamu,-2.2717,40.902,93.42,80,48,14.43,KE,1722708118
493,salalah,17.0151,54.0924,75.76,98,100,6.06,OM,1722708119
494,pocone,-16.2567,-56.6228,98.96,16,0,11.21,BR,1722708120
495,whitecourt,54.1502,-115.6855,65.44,59,75,4.61,CA,1722708009
496,egilsstadir,65.2653,-14.3948,53.51,82,75,11.5,IS,1722708125
497,trevelin,-43.0858,-71.4639,42.28,80,51,9.31,AR,1722708127
498,sosnovo-ozerskoye,52.5249,111.5418,56.55,97,100,8.14,RU,1722708128
499,prado,-17.3411,-39.2208,74.39,85,28,11.43,BR,1722708129
500,tommot,58.9564,126.2925,49.66,97,7,2.13,RU,1722708130
501,srivardhan,18.0333,73.0167,80.24,88,100,16.51,IN,1722708132
502,ulaangom,49.9811,92.0667,69.46,49,67,4.83,MN,1722708133
503,conception bay south,47.4999,-52.9981,76.15,57,24,11.18,CA,1722708134
504,peace river,56.2501,-117.286,70.11,52,0,4.61,CA,1722708008
505,alotau,-10.3069,150.4462,71.91,93,100,5.41,PG,1722708136
506,belmonte,-15.8631,-38.8828,76.77,73,22,10.2,BR,1722708124
507,bonthe,7.5264,-12.505,78.12,85,97,13.91,SL,1722708138
508,bataipora,-22.2953,-53.2711,93.94,19,2,12.01,BR,1722708088
509,port lincoln,-34.7333,135.8667,51.96,70,100,8.84,AU,1722708141
510,al hawatah,13.4167,34.6333,81.23,68,91,6.31,SD,1722708142
511,tan-tan,28.438,-11.1032,80.55,61,0,20.71,MA,1722708143
512,boende,-0.2167,20.8667,78.89,62,82,1.03,CD,1722708144
513,mhamid,29.82,-5.72,107.37,4,0,9.4,MA,1722708145
514,patterson,37.4716,-121.1297,93.18,36,26,4.54,US,1722708097
515,camabatela,-8.1881,15.375,74.21,37,6,6.15,AO,1722708148
516,pariaman,-0.619,100.12,77.05,89,96,5.77,ID,1722708150
517,xudat,41.631,48.681,75.02,65,9,2.95,AZ,1722708151
518,bucerias,20.75,-105.3333,80.17,83,100,5.99,MX,1722707872
519,hjorring,57.4642,9.9823,68.52,76,100,2.91,DK,1722708153
520,apaxtla de castrejon,18.15,-99.8667,76.44,63,96,2.57,MX,1722708154
521,gereida,11.2811,25.1414,83.23,60,99,9.48,SD,1722708155
522,cannonvale,-20.2833,148.7,67.39,81,15,14.61,AU,1722708156
523,jaora,23.6333,75.1333,75.81,97,100,11.56,IN,1722708158
524,mandera,3.9366,41.867,87.13,36,100,12.86,KE,1722708159
525,mammoth lakes,37.6485,-118.9721,72.32,46,75,5.75,US,1722708158
526,lagoa,39.05,-27.9833,74.73,71,0,7.78,PT,1722708161
527,vodnyy,63.5046,53.4095,58.86,99,83,5.93,RU,1722708162
528,conde,-7.2597,-34.9075,83.66,54,40,17.27,BR,1722708163
529,crane,31.3974,-102.3501,93.27,30,33,4.94,US,1722708164
530,popondetta,-8.7537,148.2534,72.86,92,95,2.3,PG,1722708165
531,kivsharivka,49.6213,37.7036,73.78,31,100,4.12,UA,1722708166
532,busko-zdroj,50.4708,20.7188,66.09,86,100,5.55,PL,1722707964
533,tamanrasset,22.785,5.5228,94.91,13,40,8.05,DZ,1722708168
534,bopolu,7.0667,-10.4875,74.14,96,100,4.7,LR,1722708170
535,turkmenabat,39.0733,63.5786,87.78,19,0,6.91,TM,1722708171
536,mantua,45.1667,10.7833,84.09,77,4,1.99,IT,1722708172
537,qingyang,37.4958,121.2581,80.56,89,4,4.81,CN,1722708173
538,enriquillo,17.9,-71.2333,91.08,65,29,12.62,DO,1722708174
539,togur,58.3631,82.8265,64.92,94,13,8.3,RU,1722708175
540,rabigh,22.7986,39.0349,90.5,69,97,5.93,SA,1722708176
541,chivacoa,10.1603,-68.895,94.08,41,56,9.69,VE,1722708178
542,robore,-18.3333,-59.75,98.56,18,0,17.34,BO,1722708179
543,hamada,34.8833,132.0833,81.88,85,1,3.94,JP,1722708180
544,zagora,30.3484,-5.8365,104.92,5,0,12.95,MA,1722708181
545,narasannapeta,18.4167,84.05,82.27,82,100,4.68,IN,1722708182
546,petauke,-14.2426,31.3253,68.58,27,15,6.78,ZM,1722708183
547,arucas,28.1198,-15.5233,82.81,68,13,10.6,ES,1722708184
548,levuka,50.1834,-105.4011,73.22,29,45,7.99,CA,1722708186
549,saint-leu,-21.15,55.2833,65.26,89,20,9.04,RE,1722708187
550,kazanlak,42.6167,25.4,75.02,72,74,5.97,BG,1722708188
551,chu,43.5983,73.7614,82.83,23,0,6.46,KZ,1722708189
552,midvagur,62.0511,-7.1939,56.23,88,75,11.5,FO,1722708190
553,holualoa,19.6228,-155.9522,77.86,79,0,4.61,US,1722708191
554,isiro,2.7739,27.616,69.78,95,97,1.36,CD,1722708192
555,sao paulo de olivenca,-3.3783,-68.8725,89.96,51,48,3.94,BR,1722708193
556,cortland,42.6001,-76.083,81.0,68,40,0.0,US,1722708194
557,shimokizukuri,40.8061,140.3861,77.9,97,12,2.55,JP,1722708196
558,christchurch,-43.5333,172.6333,25.48,93,100,2.3,NZ,1722708007
559,mandal,25.45,74.5667,78.55,89,88,5.14,IN,1722708198
560,saint-louis,16.3333,-15.0,96.44,35,73,12.57,SN,1722708199
561,shagonar,51.5333,92.8,62.06,77,95,2.84,RU,1722708200
562,tumayr,25.7039,45.868,94.28,14,21,9.57,SA,1722708201
563,vallenar,-28.5708,-70.7581,69.58,34,100,3.56,CL,1722708121
564,conduaga,8.862,117.4893,77.41,85,100,2.64,PH,1722708203
565,nicoya,10.1483,-85.452,83.37,72,88,0.63,CR,1722708204
566,ballina,-28.8667,153.5667,47.79,92,13,9.6,AU,1722708205
567,kui buri,12.0828,99.8543,79.27,83,100,3.44,TH,1722708207
568,sola,-13.8833,167.55,78.4,79,91,22.06,VU,1722708208
569,vylkove,45.4021,29.586,74.66,70,68,9.1,UA,1722708210
570,clarksdale,34.2001,-90.5709,87.78,100,0,6.91,US,1722707954
571,borzya,50.3833,116.5167,64.67,91,52,10.56,RU,1722708212
572,missoula,47.0166,-113.8009,72.0,14,88,3.58,US,1722708213
573,juegang,32.3174,121.1855,81.57,90,19,6.78,CN,1722708214
574,marshfield,44.6689,-90.1718,84.65,47,0,3.44,US,1722708130
